StoreKey,GeographyKey,StoreManager,StoreType,StoreName,Status,OpenDate,CloseDate,EntityKey,StorePhone,StoreFax,CloseReason,EmployeeCount,SellingAreaSize,LastRemodelDate,EmployeeKey
172,843,187,Store,Contoso Hartford Store,On,2004-01-17,2090-12-31,806,117-555-0185,117-555-0185,Not Yet Closed,26,680,2009-06-17 00:00:00,187
173,801,188,Store,Contoso Bridgeport Store,On,2004-02-18,2090-12-31,807,609-555-0153,609-555-0153,Not Yet Closed,19,455,2009-06-18 00:00:00,188
174,948,189,Store,Contoso Waterbury Store,On,2004-03-19,2090-12-31,808,238-555-0116,238-555-0116,Not Yet Closed,33,560,2009-06-16 00:00:00,189
175,896,190,Store,Contoso Old Saybrook Store,On,2004-04-20,2090-12-31,809,100-555-0174,100-555-0174,Not Yet Closed,47,1125,2009-06-17 00:00:00,190
176,816,191,Store,Contoso Darien Store,On,2004-05-21,2090-12-31,810,438-555-0172,438-555-0172,Not Yet Closed,22,500,2009-06-16 00:00:00,191
177,888,192,Store,Contoso New Haven Store,On,2004-06-22,2090-12-31,811,118-555-0177,118-555-0177,Not Yet Closed,17,462,2009-06-17 00:00:00,192
178,864,193,Store,Contoso Litchfield County Store,On,2004-07-23,2090-12-31,812,164-555-0114,164-555-0114,Not Yet Closed,25,700,2009-06-18 00:00:00,193
179,889,194,Store,Contoso New London Store,On,2004-08-24,2090-12-31,813,156-555-0199,156-555-0199,Not Yet Closed,26,680,2009-06-16 00:00:00,194
180,892,195,Store,Contoso Norfolk Store,On,2004-08-25,2090-12-31,814,712-555-0170,712-555-0170,Not Yet Closed,26,680,2009-06-17 00:00:00,195
181,946,196,Store,Contoso Virginia Beach Store,On,2004-10-26,2090-12-31,815,753-555-0129,753-555-0129,Not Yet Closed,19,455,2009-06-16 00:00:00,196
182,951,197,Store,Contoso Winchester Store,On,2004-11-27,2090-12-31,816,654-555-0177,654-555-0177,Not Yet Closed,33,560,2009-06-17 00:00:00,197
183,784,111,Store,Contoso Anchorage Store,On,2004-12-02,2090-12-31,817,110-555-0115,110-555-0115,Not Yet Closed,47,1125,2009-06-18 00:00:00,111
184,783,198,Store,Contoso Alexandria Store,Off,2004-11-06,2009-07-12,818,822-555-0145,822-555-0145,Relocation,22,500,2009-06-16 00:00:00,198
185,921,199,Store,Contoso Roanoke Store,On,2004-10-17,2090-12-31,819,559-555-0175,559-555-0175,Not Yet Closed,17,462,2009-06-17 00:00:00,199
186,811,200,Store,Contoso Charlottesville Store,On,2004-02-18,2090-12-31,820,751-555-0134,751-555-0134,Not Yet Closed,25,700,2009-06-16 00:00:00,200
187,833,201,Store,Contoso Fredericksburg Store,On,2004-02-19,2090-12-31,821,319-555-0126,319-555-0126,Not Yet Closed,26,680,2009-06-17 00:00:00,201
188,873,202,Store,Contoso Martinsville Store,On,2004-02-20,2090-12-31,822,809-555-0133,809-555-0133,Not Yet Closed,19,455,2009-06-18 00:00:00,202
189,841,203,Store,Contoso Greenville Store,On,2004-02-21,2090-12-31,823,517-555-0122,517-555-0122,Not Yet Closed,33,560,2009-06-16 00:00:00,203
190,810,204,Store,Contoso Charleston Store,On,2004-02-22,2090-12-31,824,552-555-0111,552-555-0111,Not Yet Closed,47,1125,2009-06-17 00:00:00,204
191,785,205,Store,Contoso Annapolis Store,On,2004-01-17,2090-12-31,825,908-555-0159,908-555-0159,Not Yet Closed,22,500,2009-06-16 00:00:00,205
192,794,206,Store,Contoso Baltimore Store,On,2004-02-18,2090-12-31,826,508-555-0129,508-555-0129,Not Yet Closed,17,460,2009-06-17 00:00:00,206
193,850,207,Store,Contoso Howard Store,On,2004-03-19,2090-12-31,827,167-555-0139,167-555-0139,Not Yet Closed,25,700,2009-06-18 00:00:00,207
194,920,208,Store,Contoso Ridgely Store,On,2004-04-20,2090-12-31,828,310-555-0133,310-555-0133,Not Yet Closed,25,700,2009-06-16 00:00:00,208
195,915,209,Store,Contoso Queen Anne's County Store,On,2004-05-21,2090-12-31,829,106-555-0120,106-555-0120,Not Yet Closed,26,680,2009-06-17 00:00:00,209
196,905,210,Store,Contoso Parkville Store,On,2004-06-22,2090-12-31,830,949-555-0174,949-555-0174,Not Yet Closed,19,455,2009-06-16 00:00:00,210
197,792,211,Store,Contoso Back River Store,On,2004-07-23,2090-12-31,831,955-555-0131,955-555-0131,Not Yet Closed,33,560,2009-06-17 00:00:00,211
198,835,77,Store,Contoso North Harford Store,On,2004-08-24,2090-12-31,832,817-555-0186,817-555-0186,Not Yet Closed,47,1125,2009-06-18 00:00:00,77
199,800,212,Online,Contoso North America Online Store,On,2004-08-25,2090-12-31,59,450-555-0152,450-555-0152,Not Yet Closed,325,500,2009-06-16 00:00:00,212
200,894,213,Catalog,Contoso Catalog Store,On,2004-10-26,2090-12-31,58,278-555-0118,278-555-0118,Not Yet Closed,120,462,2009-06-17 00:00:00,213
201,506,219,Store,Contoso London Store,On,2004-11-27,2090-12-31,833,927-555-0168,927-555-0168,Not Yet Closed,17,462,2009-06-16 00:00:00,219
202,748,220,Store,Contoso Edinburgh Store,On,2004-08-02,2090-12-31,834,296-555-0121,296-555-0121,Not Yet Closed,25,700,2009-06-17 00:00:00,220
203,751,221,Store,Contoso Glasgow Store,On,2007-08-16,2090-12-31,835,289-555-0196,289-555-0196,Not Yet Closed,26,680,2009-06-18 00:00:00,221
204,576,222,Store,Contoso York Store,On,2004-08-27,2090-12-31,836,848-555-0163,848-555-0163,Not Yet Closed,78,680,2009-06-16 00:00:00,222
205,742,223,Store,Contoso Carlisle Store,On,2004-05-18,2090-12-31,837,165-555-0113,165-555-0113,Not Yet Closed,23,680,2009-06-17 00:00:00,223
206,761,224,Store,Contoso Manchester Store,On,2004-06-19,2090-12-31,838,869-555-0125,869-555-0125,Not Yet Closed,11,680,2009-06-16 00:00:00,224
207,755,225,Store,Contoso Lancashire Store,On,2004-07-20,2090-12-31,839,393-555-0186,393-555-0186,Not Yet Closed,36,680,2009-06-17 00:00:00,225
208,781,226,Store,Contoso West Yorkshire Store,On,2004-03-21,2090-12-31,840,318-555-0137,318-555-0137,Not Yet Closed,90,680,2009-06-18 00:00:00,226
209,738,227,Store,Contoso Baildon Store,On,2004-09-22,2090-12-31,841,138-555-0118,138-555-0118,Not Yet Closed,32,680,2009-06-16 00:00:00,227
210,743,228,Store,Contoso Cheshire Store,On,2004-04-23,2090-12-31,842,663-555-0172,663-555-0172,Not Yet Closed,18,680,2009-06-17 00:00:00,228
211,774,229,Store,Contoso Stockport Store,On,2004-11-24,2090-12-31,843,224-555-0187,224-555-0187,Not Yet Closed,34,680,2009-06-16 00:00:00,229
212,651,230,Store,Contoso Liverpool Store,On,2004-03-02,2090-12-31,844,313-555-0196,313-555-0196,Not Yet Closed,64,680,2009-06-17 00:00:00,230
213,753,231,Store,Contoso Knotty Ash Store,On,2004-03-26,2090-12-31,845,785-555-0132,785-555-0132,Not Yet Closed,24,680,2009-06-18 00:00:00,231
214,501,232,Store,Contoso Leeds Store,On,2004-06-27,2090-12-31,846,407-555-0165,407-555-0165,Not Yet Closed,25,680,2009-06-16 00:00:00,232
215,529,233,Store,Contoso Paris Store,On,2004-03-28,2090-12-31,847,139-555-0131,139-555-0131,Not Yet Closed,12,680,2009-06-17 00:00:00,233
216,762,234,Store,Contoso Marseille Store,On,2008-04-29,2090-12-31,854,142-555-0139,142-555-0139,Not Yet Closed,13,680,2009-06-16 00:00:00,234
217,759,235,Store,Contoso Lyon Store,On,2004-08-30,2090-12-31,855,207-555-0192,207-555-0192,Not Yet Closed,15,680,2009-06-17 00:00:00,235
218,777,236,Store,Contoso Toulouse Store,On,2004-09-11,2090-12-31,856,575-555-0126,575-555-0126,Not Yet Closed,23,680,2009-06-18 00:00:00,236
219,767,237,Store,Contoso Nice Store,On,2004-02-02,2090-12-31,857,315-555-0144,315-555-0144,Not Yet Closed,32,680,2009-06-16 00:00:00,237
220,766,238,Store,Contoso Nantes Store,On,2004-08-03,2090-12-31,858,991-555-0184,991-555-0184,Not Yet Closed,11,680,2009-06-17 00:00:00,238
221,775,239,Store,Contoso Strasbourg Store,On,2004-09-04,2090-12-31,859,310-555-0117,310-555-0117,Not Yet Closed,10,630,2009-06-16 00:00:00,239
222,771,240,Store,Contoso Roma Store,On,2007-10-05,2090-12-31,860,927-555-0150,927-555-0150,Not Yet Closed,43,490,2009-06-17 00:00:00,240
223,779,241,Store,Contoso Venezia Store,On,2009-07-06,2090-12-31,861,330-555-2568,330-555-2568,Not Yet Closed,11,500,2009-06-18 00:00:00,241
224,749,242,Store,Contoso Firenze Store,On,2004-12-07,2090-12-31,862,110-555-0112,110-555-0112,Not Yet Closed,45,500,2009-06-16 00:00:00,242
225,776,243,Store,Contoso Torino Store,On,2004-03-18,2090-12-31,863,931-555-0118,931-555-0118,Not Yet Closed,24,500,2009-06-17 00:00:00,243
226,763,244,Store,Contoso Milan Store,On,2004-04-09,2090-12-31,864,202-555-0187,202-555-0187,Not Yet Closed,23,500,2009-06-16 00:00:00,244
227,884,245,Store,Contoso Naples Store,On,2004-03-02,2090-12-31,865,492-555-0174,492-555-0174,Not Yet Closed,13,500,2009-06-17 00:00:00,245
228,586,246,Store,Contoso Berlin Store,On,2008-10-09,2090-12-31,866,730-555-0117,730-555-0117,Not Yet Closed,13,500,2009-06-18 00:00:00,246
230,754,247,Store,Contoso koln No.2 Store,On,2004-05-15,2090-12-31,868,916-555-0165,916-555-0165,Not Yet Closed,25,500,2009-06-17 00:00:00,247
231,752,248,Store,Contoso Hofheim Store,On,2004-06-17,2090-12-31,869,405-555-0171,405-555-0171,Not Yet Closed,25,500,2009-06-16 00:00:00,248
232,754,249,Store,Contoso koln No.1 Store,On,2004-07-29,2090-12-31,870,583-555-0182,583-555-0182,Not Yet Closed,35,500,2009-06-17 00:00:00,249
233,756,250,Store,Contoso Landstuhl Store,On,2004-08-20,2090-12-31,871,447-555-0186,447-555-0186,Not Yet Closed,21,500,2009-06-18 00:00:00,250
234,747,251,Store,Contoso Dusseldorf Store,On,2007-09-12,2090-12-31,872,283-555-0185,283-555-0185,Not Yet Closed,24,500,2009-06-16 00:00:00,251
235,770,252,Store,Contoso Ramstein Store,On,2004-08-13,2090-12-31,873,555-555-0113,555-555-0113,Not Yet Closed,15,500,2009-06-17 00:00:00,252
236,739,253,Store,Contoso Baumholder Store,On,2004-06-25,2090-12-31,874,733-555-0128,733-555-0128,Not Yet Closed,28,500,2009-06-16 00:00:00,253
237,750,254,Store,Contoso Giebelstadt Store,On,2004-12-26,2090-12-31,875,264-555-0150,264-555-0150,Not Yet Closed,15,500,2009-06-17 00:00:00,254
238,769,255,Store,Contoso obamberg Store,On,2004-05-27,2090-12-31,876,520-555-0177,520-555-0177,Not Yet Closed,29,500,2009-06-18 00:00:00,255
239,765,256,Store,Contoso Munich Store,On,2006-02-28,2090-12-31,877,497-555-0181,497-555-0181,Not Yet Closed,18,500,2009-06-16 00:00:00,256
240,736,257,Store,Contoso Amsterdam Store,On,2004-03-29,2090-12-31,878,230-555-0144,230-555-0144,Not Yet Closed,26,680,2009-06-17 00:00:00,257
241,745,258,Store,Contoso Copenhagen Store,On,2004-04-30,2090-12-31,879,123-555-0167,123-555-0167,Not Yet Closed,25,680,2009-06-16 00:00:00,258
242,773,259,Store,Contoso Stockholm Store,On,2004-05-31,2090-12-31,880,208-555-0114,208-555-0114,Not Yet Closed,33,680,2009-06-17 00:00:00,259
243,760,260,Store,Contoso Madrid Store,On,2004-03-01,2090-12-31,881,166-555-0156,166-555-0156,Not Yet Closed,35,680,2009-06-18 00:00:00,260
244,758,261,Store,Contoso Ljubljana Store,On,2004-07-02,2090-12-31,882,129-555-0199,129-555-0199,Not Yet Closed,36,680,2009-06-16 00:00:00,261
245,741,262,Store,Contoso Bucharest Store,On,2004-05-19,2090-12-31,883,163-555-0147,163-555-0147,Not Yet Closed,25,680,2009-06-17 00:00:00,262
246,740,263,Store,Contoso Berne Store,On,2004-04-20,2090-12-31,884,590-555-0152,590-555-0152,Not Yet Closed,53,680,2009-06-16 00:00:00,263
247,780,264,Store,Contoso Warsaw Store,On,2004-09-04,2090-12-31,885,680-555-0118,680-555-0118,Not Yet Closed,15,680,2009-06-17 00:00:00,264
248,778,265,Store,Contoso Valletta Store,On,2004-02-19,2090-12-31,886,265-555-0195,265-555-0195,Not Yet Closed,42,680,2009-06-18 00:00:00,265
249,746,266,Store,Contoso Dublin Store,On,2006-02-20,2090-12-31,887,720-555-0158,720-555-0158,Not Yet Closed,55,680,2009-06-16 00:00:00,266
250,737,267,Store,Contoso Athens Store,On,2004-04-17,2090-12-31,888,237-555-0128,237-555-0128,Not Yet Closed,15,680,2009-06-17 00:00:00,267
251,728,268,Store,Contoso Singapore Store,On,2004-04-22,2090-12-31,848,842-555-0158,842-555-0158,Not Yet Closed,27,480,2009-06-16 00:00:00,268
252,713,296,Store,Contoso Canberra Store,On,2005-11-17,2090-12-31,889,413-555-0124,413-555-0124,Not Yet Closed,28,480,2009-06-17 00:00:00,296
253,558,294,Store,Contoso Sydney No.1 Store,On,2005-06-27,2090-12-31,890,203-555-0196,203-555-0196,Not Yet Closed,20,480,2009-06-18 00:00:00,294
254,734,295,Store,Contoso Yerevan Store,On,2004-03-28,2090-12-31,891,919-555-0140,919-555-0140,Not Yet Closed,15,480,2009-06-16 00:00:00,295
255,723,269,Store,Contoso New Delhi Store,On,2004-04-29,2090-12-31,892,153-555-0166,153-555-0166,Not Yet Closed,29,480,2009-06-17 00:00:00,269
256,721,270,Store,Contoso Mumbai Store,On,2004-07-30,2090-12-31,893,425-555-0117,425-555-0117,Not Yet Closed,35,480,2009-06-16 00:00:00,270
257,718,271,Store,Contoso Kolkata Store,On,2005-06-11,2090-12-31,894,491-555-0183,491-555-0183,Not Yet Closed,35,480,2009-06-17 00:00:00,271
258,731,272,Store,Contoso Thimphu No.1 Store,On,2009-07-02,2090-12-31,895,295-555-0161,295-555-0161,Not Yet Closed,35,480,2009-06-18 00:00:00,272
259,716,273,Store,Contoso Hong Kong No.1 Store,On,2004-08-03,2090-12-31,896,500-555-0172,500-555-0172,Not Yet Closed,35,480,2009-06-16 00:00:00,273
260,730,274,Store,Contoso Tehran No.1 Store,On,2004-09-04,2090-12-31,897,325-555-0137,325-555-0137,Not Yet Closed,35,480,2009-06-17 00:00:00,274
261,714,275,Store,Contoso Damascus No.1 Store,On,2007-10-05,2090-12-31,898,582-555-0148,582-555-0148,Not Yet Closed,35,480,2009-06-16 00:00:00,275
262,709,276,Store,Contoso Bangkok No.1 Store,On,2008-11-06,2090-12-31,899,961-555-0122,961-555-0122,Not Yet Closed,62,480,2009-06-17 00:00:00,276
263,764,277,Store,Contoso Moscow  No.1 Store,On,2004-06-07,2090-12-31,900,254-555-0114,254-555-0114,Not Yet Closed,65,480,2009-06-18 00:00:00,277
264,708,278,Store,Contoso Ashgabat No.1 Store,On,2004-01-18,2090-12-31,901,521-555-0113,521-555-0113,Not Yet Closed,68,480,2009-06-16 00:00:00,278
265,717,279,Store,Contoso Islamabad No.1 Store,On,2004-02-09,2090-12-31,902,306-555-0186,306-555-0186,Not Yet Closed,71,480,2009-06-17 00:00:00,279
267,732,281,Store,Contoso Tokyo No.1 Store,On,2004-04-02,2090-12-31,904,539-555-0149,539-555-0149,Not Yet Closed,68,480,2009-06-17 00:00:00,281
268,732,281,Store,Contoso Tokyo No.2 Store,On,2006-04-19,2090-12-31,905,228-555-0159,228-555-0159,Not Yet Closed,68,480,2009-06-18 00:00:00,281
269,735,282,Store,Contoso Yokohama Store,On,2004-05-15,2090-12-31,906,151-555-0113,151-555-0113,Not Yet Closed,77,480,2009-06-17 00:00:00,282
270,724,283,Store,Contoso Osaka No.1 Store,On,2005-06-17,2090-12-31,907,295-555-0161,295-555-0161,Not Yet Closed,80,480,2009-06-18 00:00:00,283
271,722,284,Store,Contoso Nagoya Store,On,2008-08-18,2090-12-31,908,719-555-0181,719-555-0181,Not Yet Closed,50,480,2009-06-16 00:00:00,284
272,725,285,Store,Contoso Sapporo Store,On,2007-08-20,2090-12-31,909,125-555-0196,125-555-0196,Not Yet Closed,50,480,2009-06-17 00:00:00,285
273,719,286,Store,Contoso Kyoto Store,On,2009-09-02,2090-12-31,910,473-555-0117,473-555-0117,Not Yet Closed,50,480,2009-06-16 00:00:00,286
274,726,287,Store,Contoso Seoul Store,On,2008-10-13,2090-12-31,911,370-555-0163,370-555-0163,Not Yet Closed,50,480,2009-06-17 00:00:00,287
275,712,288,Store,Contoso Busan Store,On,2006-07-12,2090-12-31,912,465-555-0156,465-555-0156,Not Yet Closed,50,480,2009-06-18 00:00:00,288
276,711,289,Store,Contoso Bishkek Store,On,2006-08-13,2090-12-31,913,238-555-0197,238-555-0197,Not Yet Closed,50,480,2009-06-16 00:00:00,289
277,727,290,Store,Contoso Shanghai No.1 Store,On,2004-02-14,2090-12-31,849,708-555-0141,708-555-0141,Not Yet Closed,95,480,2009-06-18 00:00:00,290
278,733,291,Store,Contoso Urumqi Store,On,2005-07-15,2090-12-31,850,970-555-0138,970-555-0138,Not Yet Closed,50,480,2009-06-16 00:00:00,291
279,710,292,Store,Contoso Beijing Store,On,2008-07-16,2090-12-31,851,486-555-0150,486-555-0150,Not Yet Closed,86,480,2009-06-17 00:00:00,292
280,715,293,Store,Contoso Guangzhou Store,On,2009-07-17,2090-12-31,852,124-555-0114,124-555-0114,Not Yet Closed,131,480,2009-06-18 00:00:00,293
281,727,290,Store,Contoso Shanghai No.2 Store,On,2004-03-02,2090-12-31,853,716-555-0127,716-555-0127,Not Yet Closed,95,480,2009-06-18 00:00:00,290
282,903,214,Store,Contoso Ottawa No.1 Store,On,2004-04-09,2090-12-31,914,210-555-0193,210-555-0193,Not Yet Closed,95,480,2009-06-18 01:00:00,214
283,903,214,Store,Contoso Ottawa No.2 Store,On,2004-05-15,2090-12-31,915,210-555-0193,210-555-0193,Not Yet Closed,95,480,2009-06-18 02:00:00,214
284,942,215,Store,Contoso Toronto No.1 Store,On,2004-06-17,2090-12-31,916,210-555-0193,210-555-0193,Not Yet Closed,95,480,2009-06-18 03:00:00,215
285,942,215,Store,Contoso Toronto No.2 Store,On,2003-07-29,2090-12-31,917,257-555-0154,257-555-0154,Not Yet Closed,95,480,2009-06-18 04:00:00,215
286,942,215,Store,Contoso Toronto No.3 Store,On,2004-08-20,2090-12-31,918,883-555-0116,883-555-0116,Not Yet Closed,95,480,2009-06-18 05:00:00,215
287,881,216,Store,Contoso Montreal No.1 Store,On,2004-09-12,2090-12-31,919,517-555-0117,517-555-0117,Not Yet Closed,95,480,2009-06-18 06:00:00,216
288,881,216,Store,Contoso Montreal No.2 Store,On,2003-02-13,2090-12-31,920,922-555-0165,922-555-0165,Not Yet Closed,95,480,2009-06-18 07:00:00,216
289,562,217,Store,Contoso Vancouver  No.1 Store,On,2004-11-25,2090-12-31,921,664-555-0112,664-555-0112,Not Yet Closed,95,480,2009-06-18 08:00:00,217
290,562,217,Store,Contoso Vancouver  No.2 Store,On,2004-12-26,2090-12-31,922,340-555-0193,340-555-0193,Not Yet Closed,95,480,2009-06-18 09:00:00,217
291,598,218,Store,Contoso Calgary  Store,On,2004-05-27,2090-12-31,923,330-555-0120,330-555-0120,Not Yet Closed,95,480,2009-06-18 10:00:00,218
292,731,272,Store,Contoso Thimphu No.2 Store,On,2006-02-28,2090-12-31,924,185-555-0169,185-555-0169,Not Yet Closed,95,480,2009-06-18 11:00:00,272
293,716,273,Store,Contoso Hong Kong No.2 Store,On,2007-03-29,2090-12-31,925,740-555-0182,740-555-0182,Not Yet Closed,95,480,2009-06-18 12:00:00,273
294,730,274,Store,Contoso Tehran No.2 Store,On,2004-04-30,2090-12-31,926,775-555-0164,775-555-0164,Not Yet Closed,95,480,2009-06-18 13:00:00,274
295,714,275,Store,Contoso Damascus No.2 Store,On,2004-05-31,2090-12-31,927,1 (11) 500 555-,1 (11) 500 555,Not Yet Closed,95,480,2009-06-18 14:00:00,275
296,709,276,Store,Contoso Bangkok No.2 Store,On,2005-06-01,2090-12-31,928,1 (11) 500 555-,1 (11) 500 555,Not Yet Closed,95,480,2009-06-18 15:00:00,276
297,764,277,Store,Contoso Moscow  No.2 Store,On,2004-07-02,2090-12-31,929,615-555-0153,615-555-0153,Not Yet Closed,95,480,2009-06-18 16:00:00,277
298,708,278,Store,Contoso Ashgabat  No.2 Store,On,2006-11-06,2090-12-31,930,926-555-0182,926-555-0182,Not Yet Closed,95,480,2009-06-18 17:00:00,278
299,717,279,Store,Contoso Islamabad  No.2 Store,On,2007-12-07,2090-12-31,931,1 (11) 500 555-,1 (11) 500 555,Not Yet Closed,95,480,2009-06-18 18:00:00,279
300,558,294,Store,Contoso Sydney  No.2 Store,On,2004-03-18,2090-12-31,932,1 (11) 500 555-,1 (11) 500 555,Not Yet Closed,95,480,2009-06-18 19:00:00,294
301,724,283,Store,Contoso Osaka No.2 Store,On,2007-03-19,2090-12-31,933,380-558-0193,380-558-0193,Not Yet Closed,95,480,2009-06-18 20:00:00,283
302,729,24,Store,Contoso Taipei  Store,On,2004-07-19,2090-12-31,935,830-555-0128,830-555-0128,Not Yet Closed,95,480,2009-06-18 21:00:00,24
303,757,25,Store,Contoso Lisbon Store,On,2004-09-20,2090-12-31,936,290-666-8960,290-666-8960,Not Yet Closed,95,480,2009-06-18 22:00:00,25
304,772,14,Store,Contoso Saint Petersburg Store,On,2004-06-07,2090-12-31,942,510-555-0118,517-555-0118,Not Yet Closed,95,480,2009-06-19 00:00:00,14
305,768,15,Store,Contoso Nizhny Novgorod Store,On,2004-03-15,2090-12-31,944,511-555-0119,511-555-0119,Not Yet Closed,95,480,2009-06-20 00:00:00,15
306,586,246,Online,Contoso Europe Online Store,On,2004-09-03,2090-12-31,945,731-555-0117,731-555-0117,Not Yet Closed,7,1000,2009-06-18 00:00:00,246
307,710,292,Online,Contoso Asia Online Store,On,2004-10-11,2090-12-31,946,55-555-0117,55-555-0117,Not Yet Closed,8,93800,2009-06-18 00:00:00,292
308,693,35,Reseller,Contoso North America Reseller,On,2004-03-08,2090-12-31,947,55-555-0118,55-555-0118,Not Yet Closed,15,450,2008-06-05 00:00:00,35
309,529,233,Reseller,Contoso Europe Reseller,On,2004-05-07,2090-12-31,948,55-555-0119,55-555-0119,Not Yet Closed,12,551,2008-06-05 00:00:00,233
310,710,292,Reseller,Contoso Asia Reseller,On,2004-07-15,2090-12-31,949,55-555-0120,55-555-0120,Not Yet Closed,17,93800,2008-11-05 00:00:00,292
